id,posting,category,reasoning
46480081,"Topliner - Senior Fullstack Developer (Node.js / Laravel / React+TS / AI Integrations) - Remote - $80k/year
https://topliner.app
We’re building Topliner, an AI-powered platform for executive search.
What you’ll work on: - Integrations with Loxo, Metaview, GetSales, Calendly - API design, background jobs, and sync pipelines - Auth flows, queue processing, caching - React+TS interfaces
Requirements: - 5+ years fullstack experience - Strong Node.js, Laravel/PHP, React+TS - API integrations, OAuth, async jobs - Understanding of scalable systems and data pipelines - Fluent English
Compensation: - $80k/year - Remote - Part-time → full-time path - Equity potential
Apply here >>> https://topliner.app/careers",fullstack,"The posting is explicitly titled ""Senior Fullstack Developer"" and requires 5+ years of fullstack experience across both backend (Node.js, Laravel, API design, background jobs, queue processing) and frontend (React+TS) technologies. The work encompasses API integrations, sync pipelines, auth flows, and React+TS interfaces, clearly spanning the entire application stack. While AI integrations are mentioned, they are supplementary to the core fullstack development role."
46466732,"AREO | Remote (EU) | Full-Time | Equity | Roles: [Engineering Manager (Ruby on Rails), Lead Product Engineer (Ruby on Rails), Senior Android Developer]
My name is Marius and I am the CTO at AREO (https://goareo.com/).
AREO, founded in January 2023 by a team with 20+ years of combined experience in retail and startups, is a young startup specializing in developing innovative solutions for supermarkets and grocery retail stores. Our cutting-edge B2B SaaS platform optimizes workflows for employees by providing real-time access to inventory, product information, and customer inquiries. We serve large supermarket chains in Germany and across the EU.
About a year ago we brought a backend developer on board through ""HN - Who is hiring"" and are now seeking a Lead Product Engineer / Engineering Manager and a Senior Android Developer with a minimum of 8 years of experience (preferably in startups) as we just closed another 1M+ ARR contract with a major retail chain and are growing quickly.
For the Product Engineer / Engineering Manager (but not the Android Developer) role professional knowledge of German is highly preferred.
If you're passionate about building innovative retail products from scratch, these roles are for you.
Backend Stack: Ruby / Rails (8.x), StimulusJS / Hotwire / Turbo, AlpineJS, Postgres, Docker, DigitalOcean, OpenAPI, LLMs
Mobile Stack: Kotlin, Room, Jetpack Compose, Hilt
Perks: Fully remote roles (Europe), work where you are most productive, sizeable equity in a rapidly growing company, flat hierarchies, no-ego work environment, work in a lean but highly experienced team
Apply here: marius[at]goareo.com and mention “HN - Who is hiring?” and the role you are applying for in the subject.",other,"The job posting lists multiple roles with ""Engineering Manager (Ruby on Rails)"" mentioned first. According to the classification guidelines, when multiple roles are listed, classification should be based on the first or most prominent role mentioned. Engineering Manager is an explicit management role, which falls under the ""other"" category as defined (which includes ""Product, design, management, or roles that don't fit above"")."
46495610,"Office Hours | Software Engineer, Senior/Staff Software Engineer | SF, NYC, or Remote (US) | https://officehours.com
We help experts earn meaningful income, often five figures a year, by sharing what they already know through Zoom calls, surveys, and AI interviews.
Team: We’re a small, senior team that values quality, simplicity, curiosity, and collaboration. If you’re excited about building thoughtful user experiences and high-quality software, reach out!
Product: On the surface, the product looks simple: search, match, connect, and pay. Under the hood, we're tackling interesting engineering challenges.
- Search & Discovery: Surface the right experts instantly from structured and unstructured queries
- Data & Recommendations: Build a knowledge graph from scratch to power better insights
- Workflow Automation: Design and streamline multi-step workflows with AI
- Performance & Scaling: Ensure speed, reliability, and scalability as we grow
Open roles:
- Senior/Staff Software Engineer, Full Stack: https://jobs.ashbyhq.com/office-hours/f9e9f476-100b-4d86-b362-41c82388e66d
- Software Engineer, Full Stack: https://jobs.ashbyhq.com/office-hours/664c0299-27c5-4550-91ec-30c4a058e19f
- Senior Product Designer: https://jobs.ashbyhq.com/office-hours/d4ad4cb1-8ccd-49a9-b97c-979b09ccde6b
P.S. Let us know in the application that you found us on HN. It helps separate signal from noise.",fullstack,"The job posting lists multiple roles, with the first and most prominent being ""Senior/Staff Software Engineer, Full Stack"". This explicitly indicates a full-stack development position requiring both frontend and backend development expertise. The company describes technical challenges across search/discovery, data/recommendations, workflow automation, and performance/scaling, all of which support a full-stack engineering role. Since the posting prioritizes the full-stack engineering roles (listed first and second) over the product design role, the primary category is fullstack."
46468913,"Quantum Rise | Chicago or NYC (preferred), Remote for the right candidate | Full-time | No visa sponsorship | https://www.quantumrise.com/
Quantum Rise is an AI-forward consulting startup serving the middle market, across multiple industries. Clearly many companies are struggling to understand how to leverage artificial intelligence in their day-to-day operations, to understand what their existing workforce now needs to know, or to understand whether they're about to be disrupted. Many have business problems which ""traditional"" machine learning could help with even before the current GenAI hype cycle, but for whatever reason hadn't prioritized doing so until now. We try and help getting a handle around these issues and designing outcome-driven solutions.
Agentic AI Solutions Manager: You'll work directly with clients to benchmark, train and deploy agentic systems for industry-specific problems. We're looking for someone deeply curious about agentic systems across vendors and platforms. Companies are looking for ways to leverage agentic systems to upskill their practitioners. This is a front-facing development role for someone who loves both tech and tackling real business problems. To apply, send me an email at julian.berman at quantumrise.com, mentioning HN and including your CV.
Data Engineer: You'll work directly with clients and application developers to design and build data solutions for AI-enabled applications, Lakehouses, Warehouses, and analytics that solve industry-specific problems. We're looking for someone passionate about delivering outcomes that combine best practices for deterministic data management and governance with AI functionality across tools, vendors, and platforms. Our clients need to leverage AI to solve specific problems using data. This is a client-facing development role for someone who loves to work with data technologies and tackle real business issues through genuine innovation. To apply, send John an email at john.swift at quantumrise.com, mentioning DE and including your resume/CV.",ml_ai,"The job posting lists two positions, with the Agentic AI Solutions Manager mentioned first. This role is focused on working with agentic systems - benchmarking, training, and deploying AI agents across vendors and platforms for industry-specific problems. Despite being labeled a ""development role,"" the primary focus is on artificial intelligence and agentic systems, which clearly falls under the ML/AI category. Following the instruction to classify by the FIRST or most prominent role mentioned, this posting should be classified as ml_ai."
46467125,"Tandem Health | Software Engineers | On-site in Stockholm, Sweden | Full time
At Tandem Health we're building a clinician copilot to allow clinicians to focus on care rather than administration. We’re building, launching and iterating quickly, and are already rolling out across some of the largest care chains across Europe, including most of the NHS.
Our first product listens in to the patient-clinician encounter to generate medical records, allowing clinicians to save 5-10 minutes per patient. No longer do clinicians have to catch up on administration after hours.
We’re expanding our Stockholm team with exceptional engineers in a wide range of roles, from security to product.
More info at https://www.tandemhealth.ai/recruitment
Feel free to reach out to john.moberg@tandemhealth.ai if you have any questions!",fullstack,"The job posting is for ""Software Engineers"" at Tandem Health without specifying a particular technical track. Given that Tandem Health is building a clinician copilot product that generates medical records from patient-clinician encounters, and the company describes hiring engineers ""in a wide range of roles, from security to product"" [https://www.tandemhealth.ai/recruitment], the posting appears to be for general software engineering positions that likely span both frontend and backend work. Without a specific primary role being clearly identified, and given the nature of building a complete product (listening to encounters, generating records, deploying across care chains), fullstack is the most reasonable classification as it represents engineers working across the entire product stack rather than a specialized role."
46111181,"Vestwell | Senior Software Engineer | HYBRID - NYC; Austin; King of Prussia, PA | https://www.vestwell.com/careers/7510610003 | $145K - $160K base + bonus & equity
I'm the hiring manager for this role. Please see the job description for details, but I'm looking for someone who is, or is able to become, proficient in backend development for a public nest.js API suite using TypeScript. We don't have any hard requirements like a CS degree or prior nest.js experience, but candidates do have to complete a TypeScript coding challenge. It's a real-world problem, no leetcode. In total, our interview process is only 3 rounds, and we move pretty quickly. We want someone who has systems design experience and good technical leadership skills. You also have to be self-motivated. We use a pull rather than push process, so work isn't assigned to people, and you have to be good at working efficiently without many hard deadlines or micromanagement.
Happy to answer any questions here! If you'd like to apply, please email shane.vierra [at] vestwell [dot] com with your resume.",backend,"The job posting explicitly states the hiring manager is looking for someone proficient in ""backend development for a public nest.js API suite using TypeScript."" The role focuses on API development, systems design, and server-side engineering using Nest.js. There are no frontend, mobile, data, ML/AI, DevOps, or security responsibilities mentioned. This is a clear backend engineering position."
46469166,"Beacon AI | San Carlos, CA | Hybrid (On-Site) | Full-Time | www.beaconai.co
Beacon AI builds intelligent systems that make aviation safer and more autonomous. We’ve completed multiple DoD programs and are expanding our team with exceptional technical leaders to push the boundaries of human-machine collaboration in the cockpit.
At Beacon, you will lead by example, mentoring and growing a small team of talented engineers (typically 1–2 to start) while staying hands-on in design and execution. You’ll help shape critical systems that advance aviation safety and autonomy, working alongside a team that values effort, creativity, and accountability.
We’re hiring Lead Engineers with 5-9 YOE who love solving complex problems. At Beacon, you’ll own your work end-to-end, from prototype to deployment, and literally see your code take flight in real world aviation environments! Roles:
++ Lead iOS Engineer [Tech Stack: Swift, SwiftUI, UIKit, Mapbox]
++ Lead Infra/Backend Engineer [Tech Stack: AWS]
++ Lead WebApp/FrontEnd Engineer [Tech Stack: Python, Typescript, React]
++ Lead Autonomy/Robotics Engineer [Tech Stack: C++, Python, iOT]
++ Lead Security Software Engineer [Skills: Ability to perform hands-on security engineering tasks, CMMC Compliance Knowledge]
Join us at beaconai.co/careers. Mention in the application that you saw our post on HN.",mobile,"The job posting lists multiple roles, with the first being ""Lead iOS Engineer"" which is explicitly a mobile development position focused on Swift, SwiftUI, UIKit, and Mapbox. According to the classification guidelines, when multiple roles are listed, the classification should be based on the first or most prominent role mentioned. The iOS Engineer position appears first in the roles listing, making mobile the primary category for this posting."
46133277,"Digimondo GmbH – Multiple Roles – Germany (Hamburg preferred) – ONSITE / REMOTE
https://www.digimondo.com/en/careers
About us:
Digimondo (founded 2016, based in Hamburg) builds IoT software that helps cities, utilities, and enterprises become more efficient, sustainable, and digital. Over 100 customers across Germany and Europe use our solutions in Smart City, Smart Energy, Smart Building, and Smart Industry contexts.
We’re a founder-led team of ~25 people, backed by major energy-sector shareholders, combining startup spirit with the stability and scale of an established company. Our values: fairness, passion, customer focus, quality, diversity.
We’re growing strongly in the DACH region and internationally.
We are hiring (Germany, Hamburg preferred):
System Administrator – On-Prem Software Deployment & Support (m/w/d)
Cloud Infrastructure Engineer (m/w/d)
Senior Backend Software Engineer (m/w/d)
Senior Backend Software Engineer – Node.js (Hamburg/Remote) (m/w/d)
Software Engineer IoT – Vue.js (m/w/d)
Senior Backend Software Engineer – Kotlin (m/w/d)
What we offer:
Work on real-world IoT infrastructure used by utilities, cities, and industrial customers
Small, highly technical team with ownership and autonomy
Modern tech stack across cloud, backend, and IoT application layers
Apply here: https://www.digimondo.com/en/careers",devops_sre,"The job posting lists multiple roles, but the first and most prominent are infrastructure-focused: ""System Administrator – On-Prem Software Deployment & Support"" and ""Cloud Infrastructure Engineer."" These roles clearly fall under DevOps/SRE/infrastructure engineering. While backend roles are also mentioned, the primary and first roles listed are infrastructure and system administration positions, making this primarily a DevOps/SRE posting."
46109020,"PostMatch.io | Growth Hacker/Marketing/Sales | Remote (USA/Canada) | Contract to Fulltime | Commission + Equity
I’ve built a SaaS product with PMF already solved and a clear roadmap. Competitor traction shows there’s plenty of room in the space, and I’m looking for marketers and growth hackers to help secure customers and drive growth.
You’d be a great fit if you:
- Know how to acquire early customers in B2B SaaS
- Thrive on creative, low-cost growth tactics (organic + paid)
- Enjoy working lean and iterating quickly
We’ll need to operate lean in the beginning, but once revenue starts flowing, there will be budget for paid channels and ads to help scale further.
Commission is VERY generous for the short term engagement.
I’m open to trialing potential partners on a commission basis, and if we’re a good fit and see results, I’m ready to discuss a strategic equity partnership or salary.
Let’s connect if you’re excited to help take a business from early traction to serious growth.
Contact: launch@postmatch.io",other,"This job posting is for a Growth Hacker/Marketing/Sales role at PostMatch.io. The primary focus is on customer acquisition, growth tactics, and sales in a B2B SaaS context. This is a business/marketing role rather than a technical development role, and therefore falls under the ""other"" category which includes product, design, management, and roles that don't fit the technical categories (backend, frontend, fullstack, data, ml_ai, devops_sre, mobile, or security)."
46108976,"SmarterDx | 150-250k+ + equity + benefits | Remote (US only) | Multiple roles | https://smarterdx.com/careers
We build clinical AI that empowers hospitals to analyze the complete record of every patient to fully capture the value of care delivered. Founded by physicians in 2020, our proprietary AI platform understands the nuances of clinical reasoning, enabling hospitals to accurately reflect every patient visit for fair reimbursement. By doing so, hospitals can recover millions in earned revenue, enhance care outcome and quality metrics, and optimize healthcare operations.
The current team is very high functioning (MD + data scientist combos, former ASF board member, Google and Amazon engineers, Stanford LLM researchers, etc.) and initially scaled the company to $1MM+ in contracted revenue without raising capital.
SmarterDx recently became part of Smarter Technologies as part of a $1.1B deal by New Mountain Capital, a leading growth-oriented investment firm. We have been backed by top investors including Floodgate (Lyft, Twitch, Twitter), Transformation Capital, and Bessemer for a total of $71M, including our $50M Series B, and are experiencing an incredible growth trajectory customer and revenue wise with no signs of slowing down with 150% YoY headcount growth! This time last year, we were at ~110 employees, and are above 280 as of today!
We are looking for: Security Engineering Manager - Staff and Senior SWEs, Full Stack and Backend focused - Staff ML Engineers - Data Science Managers - Staff Data Scientists - Senior Data Analysts - Senior Product Managers - More!
We have PMF, and it's time to scale! For more and to apply, see https://smarterdx.com/careers",security,"The job posting lists multiple roles, with ""Security Engineering Manager"" mentioned first and most prominently in the hiring list. According to the classification guidelines, when multiple roles are listed, classification should be based on the FIRST or most prominent role mentioned. Security Engineering Manager is a security engineering role, which falls under the ""security"" category for security engineering and cybersecurity positions."
46610239,"Wolf Games — Director of Engineering, Creative Automation — Remote (US/Canada) — Contract
Wolf Games is building generative entertainment universes where AI and players collaborate in real time. We’re a Series A creative-tech studio scaling the systems that turn ideas into playable, live experiences.
We’re hiring a hands-on Director of Engineering to lead ~10 engineers building JavaScript-based web games, creative automation tooling, and a hybrid GCP + AWS platform. You’ll own architecture, reliability, CI/CD, and internal tools that connect AI-driven content pipelines to production games.
Stack: TypeScript, Node.js, React/Next.js, GCP/AWS, Kubernetes
Looking for: strong technical leadership, web/game systems, automation mindset, AI familiarity
Rate: $70–85/hr, contract-to-hire
Apply: https://news.ycombinator.com/item?id=46466074",fullstack,"The job posting emphasizes building JavaScript-based web games with both React/Next.js (frontend) and Node.js (backend). While the role includes infrastructure and DevOps responsibilities (Kubernetes, CI/CD, GCP/AWS), the primary technical focus is full-stack game development requiring expertise in both frontend and backend systems. The tech stack explicitly lists React/Next.js and Node.js, confirming the need for full-stack capabilities."
46470199,"Architect Financial Technologies | Chicago | Onsite / Remote | Full-time | architect.co
Architect recently raised a $35M series A and is looking to fill a number of software engineering roles.
As a key member of our growing team, you will help build out our advanced exchange which is the world's first centralized and regulated exchange for perpetual futures on traditional assets (FX, stocks, metals, interest rates, energy, compute, and other commodities).
Bonus points if you have:
- Experience with Rust
- Experience working in the finance industry, or a strong interest in electronic trading
- Knowledge of architecture, testing, and deployment of distributed systems
- Live in Chicago
Full-stack development experience with Typescript and React a plus
If you’re interested, please send a resume and brief intro to jobs@architect.co or reach out to me with any questions about the role",backend,"The job posting is for software engineering roles at Architect Financial Technologies focused on building an advanced exchange platform. While full-stack development with TypeScript and React is mentioned, it's explicitly listed as ""a plus."" The primary emphasis is on building distributed systems architecture, with Rust experience highlighted as a bonus. The core requirements focus on system architecture, testing, and deployment of distributed systems for a financial exchange - all backend/infrastructure-heavy responsibilities. Therefore, this is classified as a backend role."
46131511,"Strum AI | Founding Engineer | https://www.strum-ai.com | ~$150K salary | Equity negotiable
At Strum AI, we're reimagining technology that powers global supply chain using a fresh AI-first approach. Most supply chains are still stuck with Excel or enterprise tools that take months (and $MM) to adopt. Our mission is to lower that barrier — making it possible for any business, big or small, to access modern forecasting, inventory, and planning solutions in days, not months. We’re on our journey to democratizing supply chain technology. As our first engineer, you’ll be working with the founders (former Supply chain/tech directors at Amazon who have built key components of Amazon's supply chain) to develop the core product from the grounds up (involves application of LLMs, deep learning, optimization, agents, simulations, and serious UX re-imagination). We're looking for folks who have held Principal/staff level Engineering roles in big tech or have built SaaS startups from 0->1 that have gone to raise Series B+ rounds. The founding Engineer needs to be based in the U.S. Please reach out to us at: careers@strum-ai.com.",ml_ai,"The primary role is Machine Learning/AI engineering. The job posting explicitly emphasizes developing core product involving ""application of LLMs, deep learning, optimization, agents, simulations"" - all core ML/AI technologies. While UX is mentioned, the bulk of technical focus is on ML/AI components for an ""AI-first"" supply chain platform. The founding engineer role is primarily focused on building AI/ML capabilities, making this an ml_ai category position."
46111911,"Fusionbox | Python + TypeScript Engineers | United States| Full-time | REMOTE (Legal to work in the US)
We're a software engineering consultancy that builds enterprise software the right way. We negotiate the right to open source all our client code, maintain a handful of popular libraries, and our engineers contribute to Django core. We sponsor PyCon, DjangoCon, and Django Girls because we're invested in the ecosystem we build on.
We're looking for software engineers who value software design, system architecture, and collaboration. You should be comfortable with about half of these areas and eager to learn the rest: web application security, relational database design (PostgreSQL, beyond ""SELECT *...""), Django internals, React, and distributed systems. What you'll actually work on: complex state machines for financial workflows, multi-tenant architectures with row-level security, custom database functions when the ORM isn't enough, and React frontends that handle real-time data without being a mess of useEffect hooks.
We're a small team where you'll own features end-to-end (database design to React components) and have opportunities to shape technical decisions. You'll get paid to write source code with a team that practices empathy and values work-life balance. If you've ever wished your job involved more elegant state machines and fewer marketing landing pages, let's talk: info@fusionbox.com.",fullstack,"The posting explicitly seeks ""Python + TypeScript Engineers"" and describes end-to-end ownership spanning both backend (Django, PostgreSQL, distributed systems) and frontend (React) development. The phrase ""own features end-to-end (database design to React components)"" clearly indicates this is a full-stack role requiring both backend and frontend expertise."
